name	normal	fire	water	electric	grass	ice	fighting	poison	ground	flying	psychic	bug	rock	ghost	dark	steel	fairy	dragon
gen2_158_totodile	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_159_croconaw	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_160_feraligatr	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_161_sentret	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_162_furret	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_163_hoothoot	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen2_164_noctowl	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen2_165_ledyba	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
gen2_166_ledian	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
gen2_167_spinarak	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
gen2_168_ariados	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
gen2_169_crobat	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
gen2_170_chinchou	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_171_lanturn	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_172_pichu	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_173_cleffa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gen2_174_igglybuff	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gen2_175_togepi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gen2_176_togetic	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
gen2_177_natu	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
gen2_178_xatu	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
gen2_179_mareep	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_180_flaaffy	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_181_ampharos	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_182_bellossom	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_183_marill	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gen2_184_azumarill	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gen2_185_sudowoodo	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen2_186_politoed	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_187_hoppip	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gen2_188_skiploom	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gen2_189_jumpluff	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gen2_190_aipom	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_191_sunkern	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_192_sunflora	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_193_yanma	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
gen2_194_wooper	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen2_195_quagsire	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen2_196_espeon	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen2_197_umbreon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen2_198_murkrow	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
gen2_199_slowking	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen2_200_misdreavus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen2_201_unown	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen2_202_wobbuffet	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen2_203_girafarig	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen2_204_pineco	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen2_205_forretress	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
gen2_206_dunsparce	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_207_gligar	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
gen2_208_steelix	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
gen2_209_snubbull	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gen2_210_granbull	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gen2_211_qwilfish	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gen2_212_scizor	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
gen2_213_shuckle	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
gen2_214_heracross	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
gen2_215_sneasel	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
gen2_216_teddiursa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_217_ursaring	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_218_slugma	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_219_magcargo	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen2_220_swinub	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
gen2_221_piloswine	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
gen2_222_corsola	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen2_223_remoraid	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_224_octillery	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_225_delibird	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
gen2_226_mantine	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen2_227_skarmory	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
gen2_228_houndour	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen2_229_houndoom	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen2_230_kingdra	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gen2_231_phanpy	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen2_232_donphan	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen2_233_porygon2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_234_stantler	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_235_smeargle	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_236_tyrogue	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen2_237_hitmontop	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen2_238_smoochum	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
gen2_239_elekid	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_240_magby	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_241_miltank	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_242_blissey	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_243_raikou	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_244_entei	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_245_suicune	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen2_246_larvitar	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
gen2_247_pupitar	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
gen2_248_tyranitar	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
gen2_249_lugia	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
gen2_250_ho-oh	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen2_251_celebi	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
gen3_252_treecko	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_253_grovyle	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_254_sceptile	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_255_torchic	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_256_combusken	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen3_257_blaziken	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen3_258_mudkip	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_259_marshtomp	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen3_260_swampert	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen3_261_poochyena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen3_262_mightyena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen3_263_zigzagoon	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_264_linoone	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_265_wurmple	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen3_266_silcoon	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen3_267_beautifly	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
gen3_268_cascoon	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen3_269_dustox	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
gen3_270_lotad	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_271_lombre	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_272_ludicolo	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_273_seedot	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_274_nuzleaf	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
gen3_275_shiftry	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
gen3_276_taillow	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen3_277_swellow	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen3_278_wingull	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen3_279_pelipper	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen3_280_ralts	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
gen3_281_kirlia	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
gen3_282_gardevoir	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
gen3_283_surskit	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen3_284_masquerain	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
gen3_285_shroomish	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_286_breloom	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
gen3_287_slakoth	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_288_vigoroth	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_289_slaking	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_290_nincada	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
gen3_291_ninjask	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
gen3_292_shedinja	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
gen3_293_whismur	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_294_loudred	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_295_exploud	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_296_makuhita	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen3_297_hariyama	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
